"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"
"7986836"	"1"	"0.7031762"	"3.94e-01"	"-4.96"	"3.30e-02"	""	""
"8136045"	"1"	"0.7031805"	"3.94e-01"	"-4.96"	"3.83e-02"	"IRF5"	"interferon regulatory factor 5"
"8089106"	"1"	"0.7031954"	"-3.94e-01"	"-4.96"	"-2.35e-02"	""	""
"7892630"	"1"	"0.7032164"	"3.94e-01"	"-4.96"	"3.60e-02"	""	""
"8010848"	"1"	"0.7032451"	"3.94e-01"	"-4.96"	"4.73e-02"	"TBCD"	"tubulin folding cofactor D"
"8021623"	"1"	"0.7032533"	"-3.94e-01"	"-4.96"	"-3.82e-02"	"SERPINB7"	"serpin family B member 7"
"7978335"	"1"	"0.7032625"	"-3.94e-01"	"-4.96"	"-3.00e-02"	"SDR39U1"	"short chain dehydrogenase/reductase family 39U member 1"
"8024467"	"1"	"0.7033025"	"-3.94e-01"	"-4.96"	"-2.60e-02"	"TMPRSS9///TMPRSS9"	"transmembrane protease, serine 9///transmembrane protease, serine 9"
"8166667"	"1"	"0.7033332"	"-3.94e-01"	"-4.96"	"-3.07e-02"	""	""
"8160260"	"1"	"0.7033945"	"3.94e-01"	"-4.96"	"1.38e-01"	"BNC2"	"basonuclin 2"
"7917954"	"1"	"0.7033965"	"3.94e-01"	"-4.96"	"6.73e-02"	"FRRS1"	"ferric chelate reductase 1"
"8158783"	"1"	"0.7035273"	"3.94e-01"	"-4.96"	"3.15e-02"	"NUP214"	"nucleoporin 214"
"8060893"	"1"	"0.7035362"	"3.94e-01"	"-4.96"	"5.48e-02"	""	""
"8126382"	"1"	"0.7035483"	"3.94e-01"	"-4.96"	"3.42e-02"	"C6orf132"	"chromosome 6 open reading frame 132"
"7952205"	"1"	"0.7036352"	"-3.94e-01"	"-4.96"	"-2.73e-02"	"MCAM"	"melanoma cell adhesion molecule"
"8074615"	"1"	"0.7036434"	"-3.94e-01"	"-4.96"	"-3.75e-02"	""	""
"8159354"	"1"	"0.7036716"	"3.93e-01"	"-4.96"	"3.60e-02"	"EGFL7"	"EGF like domain multiple 7"
"7926807"	"1"	"0.7037198"	"-3.93e-01"	"-4.96"	"-6.10e-02"	"PDSS1"	"prenyl (decaprenyl) diphosphate synthase, subunit 1"
"7894857"	"1"	"0.7037514"	"3.93e-01"	"-4.96"	"1.09e-01"	""	""
"8012079"	"1"	"0.7037766"	"-3.93e-01"	"-4.96"	"-3.12e-02"	"DVL2"	"dishevelled segment polarity protein 2"
"7972983"	"1"	"0.703809"	"3.93e-01"	"-4.96"	"1.98e-02"	"POTEB3///LOC102723502///POTEB///LOC100288966///POTEB2///POTEF///POTEJ///POTEM///POTEE///POTEKP///POTEG///POTEC///POTED///POTEH"	"POTE ankyrin domain family member B3///POTE ankyrin domain family member B-like///POTE ankyrin domain family member B///POTE ankyrin domain family member D-like///POTE ankyrin domain family member B2///POTE ankyrin domain family member F///POTE ankyrin domain family member J///POTE ankyrin domain family member M///POTE ankyrin domain family member E///POTE ankyrin domain family member K, pseudogene///POTE ankyrin domain family member G///POTE ankyrin domain family member C///POTE ankyrin domain family member D///POTE ankyrin domain family member H"
"7894226"	"1"	"0.7038168"	"-3.93e-01"	"-4.96"	"-3.05e-02"	""	""
"8161488"	"1"	"0.7038267"	"-3.93e-01"	"-4.96"	"-3.93e-02"	"LOC102724507///LOC100509620///AQP7P1///AQP7"	"uncharacterized LOC102724507///putative aquaporin-7-like protein 3///aquaporin 7 pseudogene 1///aquaporin 7"
"8141303"	"1"	"0.703887"	"-3.93e-01"	"-4.96"	"-2.90e-02"	""	""
"8091877"	"1"	"0.7038883"	"-3.93e-01"	"-4.96"	"-3.48e-02"	""	""
"7899927"	"1"	"0.7038972"	"-3.93e-01"	"-4.96"	"-2.77e-02"	"GJB4"	"gap junction protein beta 4"
"8081997"	"1"	"0.7039195"	"-3.93e-01"	"-4.96"	"-4.60e-02"	"FBXO40"	"F-box protein 40"
"8166730"	"1"	"0.7039223"	"-3.93e-01"	"-4.96"	"-8.18e-02"	"CYBB"	"cytochrome b-245 beta chain"
"7900167"	"1"	"0.7039259"	"3.93e-01"	"-4.96"	"4.10e-02"	"CDCA8"	"cell division cycle associated 8"
"8073842"	"1"	"0.7039285"	"-3.93e-01"	"-4.96"	"-7.02e-02"	"TTC38"	"tetratricopeptide repeat domain 38"
"8064319"	"1"	"0.7039418"	"-3.93e-01"	"-4.96"	"-5.02e-02"	"DEFB128"	"defensin beta 128"
"8053599"	"1"	"0.7039433"	"3.93e-01"	"-4.96"	"3.50e-02"	"INO80B-WBP1///WBP1"	"INO80B-WBP1 readthrough (NMD candidate)///WW domain binding protein 1"
"7981773"	"1"	"0.7039621"	"3.93e-01"	"-4.96"	"3.20e-02"	""	""
"7938000"	"1"	"0.7040926"	"-3.93e-01"	"-4.96"	"-3.70e-02"	"OR51M1"	"olfactory receptor family 51 subfamily M member 1"
"7894827"	"1"	"0.7041065"	"-3.93e-01"	"-4.96"	"-5.35e-02"	""	""
"8073909"	"1"	"0.7041095"	"-3.93e-01"	"-4.96"	"-4.57e-02"	"TBC1D22A"	"TBC1 domain family member 22A"
"8146908"	"1"	"0.7041261"	"-3.93e-01"	"-4.96"	"-2.27e-02"	"KCNB2"	"potassium voltage-gated channel subfamily B member 2"
"8055348"	"1"	"0.704137"	"-3.93e-01"	"-4.96"	"-2.78e-02"	""	""
"7922458"	"1"	"0.70417"	"3.93e-01"	"-4.96"	"4.25e-02"	""	""
"7905563"	"1"	"0.7042549"	"3.93e-01"	"-4.96"	"3.77e-02"	"LOR"	"loricrin"
"8173174"	"1"	"0.7042557"	"-3.93e-01"	"-4.96"	"-2.57e-02"	"USP51"	"ubiquitin specific peptidase 51"
"8094874"	"1"	"0.7043596"	"-3.93e-01"	"-4.96"	"-5.35e-02"	""	""
"8112159"	"1"	"0.704405"	"3.92e-01"	"-4.96"	"6.78e-02"	"ANKRD55"	"ankyrin repeat domain 55"
"7956867"	"1"	"0.7044508"	"3.92e-01"	"-4.96"	"2.97e-02"	"ELAC2///HMGA2///HMGA2"	"elaC ribonuclease Z 2///high mobility group AT-hook 2///high mobility group AT-hook 2"
"8117600"	"1"	"0.7044602"	"3.92e-01"	"-4.96"	"3.48e-02"	"HIST1H2BN///HIST1H2AK"	"histone cluster 1, H2bn///histone cluster 1, H2ak"
"8061715"	"1"	"0.7044743"	"-3.92e-01"	"-4.96"	"-3.28e-02"	"KIF3B"	"kinesin family member 3B"
"7961507"	"1"	"0.7044845"	"3.92e-01"	"-4.96"	"2.67e-02"	"ART4"	"ADP-ribosyltransferase 4 (Dombrock blood group)"
"8152131"	"1"	"0.7045065"	"-3.92e-01"	"-4.96"	"-9.53e-02"	""	""
"7943740"	"1"	"0.7045301"	"3.92e-01"	"-4.96"	"2.65e-02"	"C11orf88"	"chromosome 11 open reading frame 88"
"7946903"	"1"	"0.7045505"	"3.92e-01"	"-4.96"	"2.28e-02"	"USH1C"	"USH1 protein network component harmonin"
"8124183"	"1"	"0.7045696"	"-3.92e-01"	"-4.96"	"-7.25e-02"	""	""
"7893453"	"1"	"0.7045772"	"3.92e-01"	"-4.96"	"1.64e-01"	""	""
"8080987"	"1"	"0.7045951"	"-3.92e-01"	"-4.96"	"-3.05e-02"	"HSP90AB5P"	"heat shock protein 90 alpha family class B member 5, pseudogene"
"8046590"	"1"	"0.7046562"	"-3.92e-01"	"-4.96"	"-2.73e-02"	"HNRNPA3///HNRNPA3P1"	"heterogeneous nuclear ribonucleoprotein A3///heterogeneous nuclear ribonucleoprotein A3 pseudogene 1"
"8173928"	"1"	"0.704668"	"3.92e-01"	"-4.96"	"4.50e-02"	""	""
"7958273"	"1"	"0.7046837"	"3.92e-01"	"-4.96"	"1.07e-01"	""	""
"8094028"	"1"	"0.7047363"	"3.92e-01"	"-4.96"	"4.72e-02"	"AFAP1-AS1"	"AFAP1 antisense RNA 1"
"7929541"	"1"	"0.7047783"	"-3.92e-01"	"-4.96"	"-5.83e-02"	"CC2D2B"	"coiled-coil and C2 domain containing 2B"
"8127822"	"1"	"0.7047865"	"3.92e-01"	"-4.96"	"5.50e-02"	""	""
"7893575"	"1"	"0.7048096"	"3.92e-01"	"-4.96"	"2.31e-01"	""	""
"7960716"	"1"	"0.7048541"	"-3.92e-01"	"-4.96"	"-4.07e-02"	"PHB2"	"prohibitin 2"
"8025296"	"1"	"0.7049221"	"-3.92e-01"	"-4.96"	"-3.60e-02"	"TRAPPC5"	"trafficking protein particle complex 5"
"7932308"	"1"	"0.7049797"	"3.92e-01"	"-4.96"	"3.72e-02"	"C1QL3"	"complement C1q like 3"
"7899173"	"1"	"0.704985"	"3.92e-01"	"-4.96"	"3.32e-02"	"DHDDS"	"dehydrodolichyl diphosphate synthase subunit"
"8060063"	"1"	"0.705003"	"-3.92e-01"	"-4.96"	"-3.83e-02"	"NDUFA10"	"NADH:ubiquinone oxidoreductase subunit A10"
"8088474"	"1"	"0.7050053"	"3.92e-01"	"-4.96"	"5.40e-02"	""	""
"8049965"	"1"	"0.7050574"	"3.92e-01"	"-4.96"	"3.13e-02"	"FAM110C"	"family with sequence similarity 110 member C"
"7964736"	"1"	"0.7050603"	"-3.92e-01"	"-4.96"	"-3.50e-02"	"LOC100129940"	"uncharacterized LOC100129940"
"7966389"	"1"	"0.7050646"	"-3.92e-01"	"-4.96"	"-2.43e-02"	"FAM109A"	"family with sequence similarity 109 member A"
"7953483"	"1"	"0.7050735"	"-3.92e-01"	"-4.96"	"-2.65e-02"	"USP5"	"ubiquitin specific peptidase 5"
"7999356"	"1"	"0.7050773"	"-3.92e-01"	"-4.96"	"-5.40e-02"	""	""
"8054308"	"1"	"0.7050884"	"3.92e-01"	"-4.96"	"1.22e-01"	"TBC1D8"	"TBC1 domain family member 8"
"8122125"	"1"	"0.7050989"	"-3.91e-01"	"-4.96"	"-3.68e-02"	""	""
"8151547"	"1"	"0.7051207"	"-3.91e-01"	"-4.96"	"-8.48e-02"	""	""
"7893530"	"1"	"0.7051262"	"-3.91e-01"	"-4.96"	"-2.97e-02"	""	""
"8061490"	"1"	"0.7051554"	"3.91e-01"	"-4.96"	"3.02e-02"	"FAM182B///FAM182A"	"family with sequence similarity 182 member B///family with sequence similarity 182 member A"
"8023159"	"1"	"0.7051556"	"3.91e-01"	"-4.96"	"3.60e-02"	"TCEB3B"	"transcription elongation factor B subunit 3B"
"8098714"	"1"	"0.7051801"	"-3.91e-01"	"-4.96"	"-7.55e-02"	"FRG1"	"FSHD region gene 1"
"8149180"	"1"	"0.7051814"	"3.91e-01"	"-4.96"	"2.93e-02"	"SPAG11A///SPAG11B"	"sperm associated antigen 11A///sperm associated antigen 11B"
"7921362"	"1"	"0.7051967"	"-3.91e-01"	"-4.96"	"-4.62e-02"	"OR6P1"	"olfactory receptor family 6 subfamily P member 1"
"8104463"	"1"	"0.7052192"	"3.91e-01"	"-4.96"	"3.35e-02"	"MARCH6"	"membrane associated ring-CH-type finger 6"
"7893411"	"1"	"0.705249"	"-3.91e-01"	"-4.96"	"-9.45e-02"	""	""
"8064857"	"1"	"0.705251"	"3.91e-01"	"-4.96"	"3.58e-02"	""	""
"7945989"	"1"	"0.7052562"	"-3.91e-01"	"-4.96"	"-4.40e-02"	""	""
"8054449"	"1"	"0.705333"	"-3.91e-01"	"-4.96"	"-3.38e-02"	"GCC2-AS1"	"GCC2 antisense RNA 1"
"8121370"	"1"	"0.7053633"	"3.91e-01"	"-4.96"	"4.50e-02"	"ARMC2"	"armadillo repeat containing 2"
"8025421"	"1"	"0.7053737"	"3.91e-01"	"-4.96"	"4.02e-02"	"MARCH2"	"membrane associated ring-CH-type finger 2"
"7913869"	"1"	"0.7054183"	"3.91e-01"	"-4.96"	"1.34e-01"	"STMN1"	"stathmin 1"
"8017212"	"1"	"0.705444"	"3.91e-01"	"-4.96"	"2.70e-02"	"USP32"	"ubiquitin specific peptidase 32"
"7935951"	"1"	"0.7055435"	"-3.91e-01"	"-4.96"	"-2.43e-02"	"C10orf76"	"chromosome 10 open reading frame 76"
"7939699"	"1"	"0.7055473"	"3.91e-01"	"-4.96"	"2.20e-02"	"ZNF408"	"zinc finger protein 408"
"7894692"	"1"	"0.7055501"	"-3.91e-01"	"-4.96"	"-5.32e-02"	""	""
"7893027"	"1"	"0.7055752"	"-3.91e-01"	"-4.96"	"-1.23e-01"	""	""
"8092638"	"1"	"0.7056058"	"3.91e-01"	"-4.96"	"2.70e-02"	""	""
"8164496"	"1"	"0.7056607"	"-3.91e-01"	"-4.96"	"-3.45e-02"	"KYAT1"	"kynurenine aminotransferase 1"
"8145568"	"1"	"0.7056696"	"3.91e-01"	"-4.96"	"2.68e-02"	""	""
"7918487"	"1"	"0.7056707"	"-3.91e-01"	"-4.96"	"-1.15e-01"	"DENND2D"	"DENN domain containing 2D"
"8074168"	"1"	"0.7057679"	"3.91e-01"	"-4.96"	"4.93e-02"	"LINC01296"	"long intergenic non-protein coding RNA 1296"
"8171481"	"1"	"0.7057721"	"-3.91e-01"	"-4.96"	"-4.77e-02"	"AP1S2"	"adaptor related protein complex 1 sigma 2 subunit"
"7929322"	"1"	"0.7057965"	"3.91e-01"	"-4.96"	"3.28e-02"	"CYP26A1"	"cytochrome P450 family 26 subfamily A member 1"
"7926934"	"1"	"0.7057989"	"3.91e-01"	"-4.96"	"4.82e-02"	""	""
"7896313"	"1"	"0.705805"	"-3.90e-01"	"-4.96"	"-1.93e-01"	""	""
"8166079"	"1"	"0.7058663"	"-3.90e-01"	"-4.96"	"-2.75e-02"	"EGFL6"	"EGF like domain multiple 6"
"7918716"	"1"	"0.7058715"	"-3.90e-01"	"-4.96"	"-4.33e-02"	"SYT6"	"synaptotagmin 6"
"7895571"	"1"	"0.7058956"	"3.90e-01"	"-4.96"	"1.29e-01"	""	""
"7939003"	"1"	"0.7059611"	"3.90e-01"	"-4.96"	"2.35e-02"	""	""
"8070160"	"1"	"0.7059684"	"3.90e-01"	"-4.96"	"4.90e-02"	"ATP5O"	"ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit"
"8009353"	"1"	"0.7059707"	"-3.90e-01"	"-4.96"	"-4.17e-02"	"PITPNC1"	"phosphatidylinositol transfer protein, cytoplasmic 1"
"8082574"	"1"	"0.7059799"	"3.90e-01"	"-4.96"	"2.60e-02"	"TRH"	"thyrotropin releasing hormone"
"8015189"	"1"	"0.7059914"	"3.90e-01"	"-4.96"	"2.52e-02"	"KRTAP1-5///KRTAP1-1///KRTAP1-3///KRTAP1-3"	"keratin associated protein 1-5///keratin associated protein 1-1///keratin associated protein 1-3///keratin associated protein 1-3"
"8019585"	"1"	"0.7059914"	"3.90e-01"	"-4.96"	"2.52e-02"	"KRTAP1-5///KRTAP1-1///KRTAP1-3///KRTAP1-3"	"keratin associated protein 1-5///keratin associated protein 1-1///keratin associated protein 1-3///keratin associated protein 1-3"
"7904874"	"1"	"0.7060003"	"3.90e-01"	"-4.96"	"4.10e-02"	"NBPF25P///NBPF19///NBPF20///NBPF10///NBPF8///NBPF9///NBPF15///NBPF11///NBPF12///NBPF3///NBPF1///NBPF14"	"neuroblastoma breakpoint family member 25, pseudogene///neuroblastoma breakpoint family member 19///neuroblastoma breakpoint family member 20///neuroblastoma breakpoint family member 10///neuroblastoma breakpoint family member 8///neuroblastoma breakpoint family member 9///neuroblastoma breakpoint family member 15///neuroblastoma breakpoint family member 11///neuroblastoma breakpoint family member 12///neuroblastoma breakpoint family member 3///neuroblastoma breakpoint family member 1///neuroblastoma breakpoint family member 14"
"7896505"	"1"	"0.7060047"	"3.90e-01"	"-4.96"	"1.29e-01"	""	""
"7893421"	"1"	"0.7060083"	"-3.90e-01"	"-4.96"	"-1.22e-01"	""	""
"8174731"	"1"	"0.7060131"	"3.90e-01"	"-4.96"	"2.27e-02"	"RNF113A"	"ring finger protein 113A"
"7942527"	"1"	"0.7060897"	"-3.90e-01"	"-4.96"	"-4.20e-02"	"POLD3"	"DNA polymerase delta 3, accessory subunit"
"8110629"	"1"	"0.7060937"	"3.90e-01"	"-4.96"	"2.65e-02"	""	""
"8155383"	"1"	"0.7062101"	"-3.90e-01"	"-4.96"	"-2.73e-02"	"SPATA31A5///SPATA31A3///SPATA31A1///SPATA31C2///LOC642943///SPATA31C1///SPATA31A6///SPATA31A7"	"SPATA31 subfamily A member 5///SPATA31 subfamily A member 3///SPATA31 subfamily A member 1///SPATA31 subfamily C member 2///SPATA31 subfamily A pseudogene///SPATA31 subfamily C member 1///SPATA31 subfamily A member 6///SPATA31 subfamily A member 7"
"8176648"	"1"	"0.7062123"	"3.90e-01"	"-4.96"	"2.88e-02"	""	""
"7971659"	"1"	"0.706251"	"3.90e-01"	"-4.96"	"2.08e-02"	"MIR16-1"	"microRNA 16-1"
"8008718"	"1"	"0.7062632"	"-3.90e-01"	"-4.96"	"-2.18e-02"	"OR4D2"	"olfactory receptor family 4 subfamily D member 2"
"7897522"	"1"	"0.7062709"	"3.90e-01"	"-4.96"	"4.28e-02"	"RBP7"	"retinol binding protein 7"
"7959249"	"1"	"0.7063357"	"3.90e-01"	"-4.96"	"4.77e-02"	""	""
"8048146"	"1"	"0.7063456"	"3.90e-01"	"-4.96"	"3.67e-02"	"XRCC5"	"X-ray repair cross complementing 5"
"7893880"	"1"	"0.7063527"	"3.90e-01"	"-4.96"	"3.95e-02"	""	""
"8087409"	"1"	"0.7063627"	"-3.90e-01"	"-4.96"	"-2.10e-02"	"RHOA"	"ras homolog family member A"
"8033667"	"1"	"0.7063917"	"-3.90e-01"	"-4.96"	"-2.30e-02"	"ZNF558"	"zinc finger protein 558"
"8088664"	"1"	"0.7064978"	"-3.90e-01"	"-4.96"	"-6.55e-02"	"SUCLG2"	"succinate-CoA ligase GDP-forming beta subunit"
"7936108"	"1"	"0.7065298"	"3.89e-01"	"-4.96"	"2.70e-02"	"CALHM1"	"calcium homeostasis modulator 1"
"8174891"	"1"	"0.7065387"	"-3.89e-01"	"-4.96"	"-2.62e-02"	""	""
"8050365"	"1"	"0.706576"	"-3.89e-01"	"-4.96"	"-3.35e-02"	""	""
"8126214"	"1"	"0.7065813"	"3.89e-01"	"-4.96"	"2.58e-02"	"MOCS1"	"molybdenum cofactor synthesis 1"
"7894083"	"1"	"0.7065866"	"3.89e-01"	"-4.96"	"2.33e-02"	""	""
"7952882"	"1"	"0.7066256"	"3.89e-01"	"-4.96"	"3.48e-02"	"LOC100130507"	"uncharacterized LOC100130507"
"7945162"	"1"	"0.7066846"	"3.89e-01"	"-4.96"	"2.55e-02"	"BARX2"	"BARX homeobox 2"
"8134785"	"1"	"0.7067024"	"-3.89e-01"	"-4.96"	"-6.27e-02"	"SPDYE3"	"speedy/RINGO cell cycle regulator family member E3"
"7912040"	"1"	"0.706706"	"-3.89e-01"	"-4.96"	"-3.92e-02"	"TNFRSF25"	"TNF receptor superfamily member 25"
"7994074"	"1"	"0.7067428"	"3.89e-01"	"-4.96"	"3.03e-02"	"SCNN1B"	"sodium channel epithelial 1 beta subunit"
"7893897"	"1"	"0.7067642"	"-3.89e-01"	"-4.96"	"-4.80e-02"	""	""
"7921144"	"1"	"0.7067802"	"-3.89e-01"	"-4.96"	"-2.90e-02"	"SH2D2A"	"SH2 domain containing 2A"
"7972190"	"1"	"0.7068161"	"-3.89e-01"	"-4.96"	"-3.10e-02"	"RBM26"	"RNA binding motif protein 26"
"7992934"	"1"	"0.706928"	"3.89e-01"	"-4.96"	"3.55e-02"	"DNASE1"	"deoxyribonuclease 1"
"7893182"	"1"	"0.7070054"	"3.89e-01"	"-4.96"	"9.12e-02"	""	""
"8173437"	"1"	"0.7070243"	"-3.89e-01"	"-4.96"	"-4.05e-02"	"CXorf65"	"chromosome X open reading frame 65"
"8024100"	"1"	"0.7070264"	"3.89e-01"	"-4.96"	"2.85e-02"	"GRIN3B"	"glutamate ionotropic receptor NMDA type subunit 3B"
"7892903"	"1"	"0.7070322"	"3.89e-01"	"-4.96"	"1.01e-01"	""	""
"8161270"	"1"	"0.7070664"	"3.89e-01"	"-4.96"	"7.53e-02"	"ANKRD18A"	"ankyrin repeat domain 18A"
"7933090"	"1"	"0.7070955"	"-3.89e-01"	"-4.96"	"-2.85e-02"	""	""
"8098576"	"1"	"0.7071167"	"-3.89e-01"	"-4.96"	"-4.22e-02"	"SLC25A4"	"solute carrier family 25 member 4"
"8032208"	"1"	"0.7072183"	"-3.89e-01"	"-4.96"	"-2.87e-02"	"CIRBP-AS1"	"CIRBP antisense RNA 1"
"7976069"	"1"	"0.7072449"	"-3.88e-01"	"-4.96"	"-3.60e-02"	""	""
"7934097"	"1"	"0.7072673"	"-3.88e-01"	"-4.96"	"-4.00e-02"	""	""
"8117716"	"1"	"0.7073321"	"-3.88e-01"	"-4.96"	"-2.45e-02"	"OR2J3///OR2J2"	"olfactory receptor family 2 subfamily J member 3///olfactory receptor family 2 subfamily J member 2"
"8177696"	"1"	"0.7073321"	"-3.88e-01"	"-4.96"	"-2.45e-02"	"OR2J3///OR2J2"	"olfactory receptor family 2 subfamily J member 3///olfactory receptor family 2 subfamily J member 2"
"8078405"	"1"	"0.7074032"	"-3.88e-01"	"-4.96"	"-3.55e-02"	"CMTM7"	"CKLF like MARVEL transmembrane domain containing 7"
"8079079"	"1"	"0.7074657"	"3.88e-01"	"-4.96"	"6.05e-02"	"NKTR"	"natural killer cell triggering receptor"
"8070629"	"1"	"0.7075151"	"3.88e-01"	"-4.96"	"3.80e-02"	"ERVH48-1"	"endogenous retrovirus group 48 member 1"
"8052581"	"1"	"0.7075293"	"3.88e-01"	"-4.96"	"4.18e-02"	""	""
"8167254"	"1"	"0.7076039"	"-3.88e-01"	"-4.96"	"-5.30e-02"	"SSX1"	"SSX family member 1"
"7987369"	"1"	"0.7076053"	"3.88e-01"	"-4.96"	"4.65e-02"	"DPH6"	"diphthamine biosynthesis 6"
"7980358"	"1"	"0.7076118"	"3.88e-01"	"-4.96"	"3.63e-02"	"POMT2"	"protein O-mannosyltransferase 2"
"7963459"	"1"	"0.7076219"	"3.88e-01"	"-4.96"	"5.22e-02"	"KRT72"	"keratin 72"
"7893953"	"1"	"0.7076267"	"3.88e-01"	"-4.96"	"3.77e-02"	""	""
"8057959"	"1"	"0.7076753"	"3.88e-01"	"-4.96"	"8.40e-02"	"PGAP1"	"post-GPI attachment to proteins 1"
"8044804"	"1"	"0.7077184"	"3.88e-01"	"-4.96"	"8.87e-02"	"DBI"	"diazepam binding inhibitor, acyl-CoA binding protein"
"8013947"	"1"	"0.7077282"	"-3.88e-01"	"-4.96"	"-2.50e-02"	"CORO6"	"coronin 6"
"7951614"	"1"	"0.7077662"	"-3.88e-01"	"-4.96"	"-3.55e-02"	"PPP2R1B"	"protein phosphatase 2 scaffold subunit Abeta"
"8045637"	"1"	"0.70777"	"3.88e-01"	"-4.96"	"2.55e-02"	"KIF5C"	"kinesin family member 5C"
"7893087"	"1"	"0.7078487"	"3.88e-01"	"-4.96"	"2.73e-02"	""	""
"7895271"	"1"	"0.7079092"	"-3.88e-01"	"-4.96"	"-3.22e-02"	""	""
"7919314"	"1"	"0.7079707"	"3.87e-01"	"-4.96"	"5.05e-02"	"FMO5"	"flavin containing monooxygenase 5"
"7893834"	"1"	"0.7079794"	"-3.87e-01"	"-4.96"	"-4.88e-02"	""	""
"7892739"	"1"	"0.7080078"	"-3.87e-01"	"-4.96"	"-1.10e-01"	""	""
"8124806"	"1"	"0.7080177"	"-3.87e-01"	"-4.96"	"-5.95e-02"	"NRM"	"nurim (nuclear envelope membrane protein)"
"8106689"	"1"	"0.7080542"	"3.87e-01"	"-4.96"	"3.60e-02"	"CKMT2"	"creatine kinase, mitochondrial 2"
"8156905"	"1"	"0.7081101"	"3.87e-01"	"-4.96"	"2.97e-02"	"MSANTD3-TMEFF1///TMEFF1"	"MSANTD3-TMEFF1 readthrough///transmembrane protein with EGF like and two follistatin like domains 1"
"8040265"	"1"	"0.7081916"	"3.87e-01"	"-4.96"	"2.37e-02"	"KCNF1"	"potassium voltage-gated channel modifier subfamily F member 1"
"8167027"	"1"	"0.7082161"	"3.87e-01"	"-4.96"	"2.47e-02"	"RGN"	"regucalcin"
"8105504"	"1"	"0.7082642"	"-3.87e-01"	"-4.96"	"-2.67e-02"	"LOC100421561///FAM133CP///FAM133DP///FAM133B"	"family with sequence similarity 133 member B pseudogene///family with sequence similarity 133, member A pseudogene///family with sequence similarity 133, member A pseudogene///family with sequence similarity 133 member B"
"7984846"	"1"	"0.7083068"	"3.87e-01"	"-4.96"	"2.45e-02"	"FLJ42022///CLK3"	"uncharacterized LOC646748///CDC like kinase 3"
"8062492"	"1"	"0.7083174"	"-3.87e-01"	"-4.96"	"-2.87e-02"	"RALGAPB"	"Ral GTPase activating protein non-catalytic beta subunit"
"8019211"	"1"	"0.7083237"	"-3.87e-01"	"-4.96"	"-2.12e-02"	"NPLOC4"	"NPL4 homolog, ubiquitin recognition factor"
"7992568"	"1"	"0.7083615"	"3.87e-01"	"-4.96"	"2.03e-02"	"E4F1"	"E4F transcription factor 1"
"8045425"	"1"	"0.7084424"	"3.87e-01"	"-4.96"	"2.13e-02"	"R3HDM1"	"R3H domain containing 1"
"8015396"	"1"	"0.708451"	"3.87e-01"	"-4.96"	"2.37e-02"	"HAP1"	"huntingtin associated protein 1"
"8003068"	"1"	"0.7084711"	"-3.87e-01"	"-4.96"	"-7.75e-02"	"MPHOSPH6"	"M-phase phosphoprotein 6"
"8114249"	"1"	"0.7084766"	"3.87e-01"	"-4.96"	"2.88e-02"	"CXCL14"	"C-X-C motif chemokine ligand 14"
"7894363"	"1"	"0.7085015"	"-3.87e-01"	"-4.96"	"-7.35e-02"	""	""
"8129273"	"1"	"0.7085104"	"-3.87e-01"	"-4.96"	"-2.88e-02"	"TBC1D32"	"TBC1 domain family member 32"
"8059953"	"1"	"0.7085111"	"-3.87e-01"	"-4.96"	"-5.65e-02"	""	""
"8098242"	"1"	"0.7085995"	"-3.87e-01"	"-4.96"	"-3.05e-02"	""	""
"8055287"	"1"	"0.7086468"	"3.87e-01"	"-4.96"	"3.23e-02"	"MZT2A"	"mitotic spindle organizing protein 2A"
"8163257"	"1"	"0.7086683"	"-3.86e-01"	"-4.96"	"-4.60e-02"	"LPAR1"	"lysophosphatidic acid receptor 1"
"8069700"	"1"	"0.7086795"	"-3.86e-01"	"-4.96"	"-3.52e-02"	"N6AMT1"	"N-6 adenine-specific DNA methyltransferase 1 (putative)"
"8062174"	"1"	"0.708682"	"3.86e-01"	"-4.96"	"4.80e-02"	"ERGIC3"	"ERGIC and golgi 3"
"8037037"	"1"	"0.7087142"	"-3.86e-01"	"-4.96"	"-7.87e-02"	"ATP5SL"	"ATP5S like"
"8151223"	"1"	"0.7087272"	"-3.86e-01"	"-4.96"	"-7.50e-02"	"SLCO5A1"	"solute carrier organic anion transporter family member 5A1"
"8056812"	"1"	"0.7087373"	"3.86e-01"	"-4.96"	"4.78e-02"	"OLA1"	"Obg-like ATPase 1"
"8088700"	"1"	"0.7087923"	"-3.86e-01"	"-4.96"	"-3.00e-02"	"TMF1"	"TATA element modulatory factor 1"
"8070953"	"1"	"0.7088069"	"3.86e-01"	"-4.96"	"4.85e-02"	"SPATC1L"	"spermatogenesis and centriole associated 1-like"
"7896654"	"1"	"0.7088317"	"3.86e-01"	"-4.96"	"1.79e-01"	""	""
"7893099"	"1"	"0.7088639"	"3.86e-01"	"-4.96"	"6.30e-02"	""	""
"8098060"	"1"	"0.708908"	"-3.86e-01"	"-4.96"	"-3.17e-02"	"RXFP1"	"relaxin/insulin like family peptide receptor 1"
